"","gene","orf","no..of.probes","measurments","F.statistic","X.log.p.value.","difference","YPD","YPDGE","YPG","YPE","YPL","YPD0.1DNP","YPD0.25DNP","YPG0.25DNP","YPG0.1DNP"
"186","YBL094C","YBL094C",4,76,2.84279,2.0345,0.01592,1.02423,1.01936,1.01018,1.02272,1.0094,1.00955,1.01298,1.00831,1.01142
"187","YBL095W","YBL095W",3,57,5.75273,4.32836,0.03573,1.01682,1.01319,0.98207,1.0178,0.99958,1.01126,1.01143,0.99817,0.99345
"188","YBL096C","YBL096C",4,76,4.32699,3.47029,0.02967,1.01629,1.00973,0.98661,1.00309,1.00233,1.0131,1.01008,0.99835,0.98763
"189","BRN1","YBL097W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","YBL098W","YBL098W",3,57,1.31007,0.57993,0.02565,1.02107,1.01522,1.00909,0.99998,1.00931,1.0073,0.99542,1.00424,1.00824
"191","ATP1","YBL099W",4,58,96.51269,25.01088,0.49659,0.9119,0.81246,0.52854,0.42298,0.52188,0.89507,0.88776,0.41532,0.42615
"192","YBL100C","YBL100C",3,42,139.91547,20.8704,0.53323,0.90791,0.79457,0.42395,0.40645,0.46915,0.90231,0.8971,0.37468,0.4406
"193","ECM21","YBL101C",3,57,10.4406,7.39768,0.04273,1.04438,1.04376,1.05013,1.06189,1.04131,1.01916,1.02426,1.05839,1.05319
"194","SFT2","YBL102W",4,76,0.91365,0.29138,0.01246,1.00629,1.01228,1.0106,1.01053,0.99982,1.00984,1.00551,1.01089,1.01035
"195","RTG3","YBL103C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","YBL104C","YBL104C",4,76,7.36839,6.14229,0.04892,0.99855,1.0102,1.02966,1.00681,1.01948,0.99489,0.98074,1.02859,1.02209
"197","pkc1","YBL105C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","SRO77","YBL106C",2,38,5.51827,3.45566,0.03978,1.03725,1.02944,0.99946,1.03166,1.00554,1.01647,1.01371,1.03108,1.03924
"199","YBL107C","YBL107C",4,76,3.22128,2.40536,0.02736,1.00374,1.01921,1.01209,0.99996,1.00846,1.00422,0.99185,1.01276,1.0079
"200","NTH2","YBR001C",4,76,1.3658,0.64027,0.01534,1.01924,1.01345,1.01261,1.00859,1.01355,1.01912,1.0039,1.01478,1.01727
"201","RER2","YBR002C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","COQ1","YBR003W",2,29,66.09834,11.03966,0.7178,0.94987,0.80719,0.34523,0.30949,0.54068,0.93627,0.87918,0.23207,0.37033
"203","YBR004C","YBR004C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","YBR005W","YBR005W",4,76,2.45571,1.65558,0.02036,1.01699,1.00393,1.01051,0.99839,1.01118,1.01322,0.997,1.01735,1.01186
"205","UGA2","YBR006W",4,76,6.30118,5.25116,0.02742,1.01706,1.00394,1.01333,0.98984,0.98963,1.01657,1.002,0.99034,1
"206","YBR007C","YBR007C",4,76,1.74986,0.98164,0.01778,1.01421,1.01362,1.00562,1.00576,1.00825,1.00484,1.00268,1.00467,0.99643
"207","FLR1","YBR008C",4,76,1.23442,0.5313,0.01625,1.01553,1.00889,1.01408,0.99928,1.007,1.01124,1.00356,1.0152,1.00687
"208","HHF1","YBR009C",4,76,11.25751,9.01002,0.05495,0.98072,0.9993,1.01506,1.02022,1.01902,0.97348,0.97643,1.02844,1.0144
"209","HHT1","YBR010W",4,76,3.47141,2.64932,0.02896,1.00362,1.00704,0.97919,0.99021,1.00815,1.00302,0.99351,0.99884,0.99487
"210","ipp1","YBR011C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","YBR012C","YBR012C",4,76,2.19859,1.40612,0.02301,1.04344,1.03689,1.02635,1.04163,1.02043,1.03333,1.03228,1.03367,1.03448
"212","YBR013C","YBR013C",4,76,3.00706,2.19559,0.02625,1.01741,1.01688,1.01449,0.99841,1.00922,1.01007,0.99286,1.01911,1.00844
"213","YBR014C","YBR014C",4,76,2.33746,1.54051,0.02716,1.0329,1.02218,1.02754,1.04036,1.02774,1.02805,1.02426,1.04934,1.0393
"214","mnn2","YBR015C",4,76,15.76785,11.75068,0.04665,0.95898,1.0043,0.9594,0.99629,0.99017,0.96492,0.95764,0.99478,0.99075
"215","YBR016W","YBR016W",4,76,1.78544,1.01453,0.02235,1.01441,1.01034,1.02385,1.01297,1.01708,1.01568,1.00304,1.02023,1.02538
"216","KAP104","YBR017C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","gal7","YBR018C",4,76,2.70122,1.89569,0.0335,1.02617,1.01266,1.0146,1.00546,1.01707,1.01264,0.99268,1.02155,1.00922
"218","gal10","YBR019C",4,76,1.81675,1.0436,0.01898,1.02663,1.02535,1.01935,1.01305,1.01418,1.0177,1.00765,1.0173,1.01329
"219","gal1","YBR020W",8,152,3.17493,2.60292,0.02483,0.99447,0.98056,0.99858,0.98454,1.00237,0.98436,0.97753,0.99943,1.00132
"220","fur4","YBR021W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","YBR022W","YBR022W",4,76,1.61561,0.8592,0.02259,1.0216,1.02009,1.02563,1.0145,1.02016,1.01855,1.00305,1.02403,1.02125
"222","chs3","YBR023C",4,76,3.0241,2.2123,0.03146,1.02053,1.00993,1.02067,0.99306,1.00596,1.01918,0.99577,1.02452,1.01854
"223","SCO2","YBR024W",4,76,6.06142,5.04409,0.04155,1.04327,1.02888,1.00616,1.00607,1.00691,1.01408,1.01922,1.0057,1.00172
"224","YBR025C","YBR025C",4,76,4.98829,4.08581,0.0567,0.95139,0.95145,0.96415,0.98018,0.98233,0.93775,0.92563,0.97425,0.96918
